sentenca,ambiente,bebida,comida,geral,localização,outros,preço,serviço
"o ambient é um casarão antigo do ciclo da borracha , com a vista pro poético teatro amazona .",1,0,0,0,0,0,0,0
"ou substitui a opção vegetariana ou aumenta a qualidad dela : risoto c vegetai cortado em pedaço grand , inadequado , a meu ver , p um risoto ; e muito queijo ou queijo integrado ao prato de maneira inadequada , o q ocasion um 'grude ' incovenient .",0,0,1,0,0,0,0,0
"sugestão : molho a base de mel e lima o para o queijo assado , cebola caramelizada acompanhando a tabua da picanha , porçõ de pastéi , salgado , bolinho frito no cardápio de entrada também seria uma boa .",0,0,1,0,0,0,0,0
"cerveja estupidament gelada , petisco de primeira e ótima opçõ pra quem gosta de variedad de cerveja .",0,1,1,0,0,0,0,0
boa carta de vinho .,0,1,0,0,0,0,0,0
"prove na entrada formiga saúva com purê de mandioquinha , e na saída muss de cupuaçu .",0,0,1,0,0,0,0,0
lugar climatizado com variedad no cardápio e com rodízio de massa e pastéi a preço justo .,1,0,1,0,0,0,1,0
"ambient muito agradavel , tanto no shop como no park 10. comida excelent e bebida bem gelada , vale a pena visitar .",1,1,1,1,0,0,0,0
"ambient acolhedor , com iluminação no ponto certo .",1,0,0,0,0,0,0,0
"o restaurant tem um espaço aconchegant , agradável , equilibrando o rústico com ... mai",1,0,0,0,0,0,0,0
indico com certeza muito gentil e cordial,0,0,0,1,0,0,0,0
"boa experiência gourmet , com.prato e drink bem elaborado , destaqu para os camarõ",0,1,1,0,0,0,0,0
ambient super agradável com uma vista linda para o teatro .,1,0,0,0,0,0,0,0
"local bonito , bem frequentado , preço médio , comida gostosa e quantidad acessível , ma as veze demora ?",1,0,1,0,0,0,1,1
tem ambient descontraído com música e um empório com varia produto .,1,0,1,0,0,0,0,0
"do prato o único que ficou a desejar foi o picadinho coco bambu , infelizment prato sem graça , sem sal , e sem vida kkkkkkk .",0,0,1,0,0,0,0,0
"o restaurant tem um excelent menu de especialidad portuguesa e uma variada carta de vinho , além de um ambient agradável .",1,1,1,0,0,0,0,0
"lugar sensacion : ambient super agradável , preço justo e comida deliciosa !",1,0,1,1,0,0,1,0
atentimento exelent !,0,0,0,0,0,0,0,1
a partir de indicação daqui decidimo por um restô portuguê e não poderia ser melhor .,0,0,0,1,0,0,0,0
"o atendimento é muito bom , o sistema da casa é self servic , no entanto você paga um valor único e come a vontad .",0,0,0,0,0,0,1,1
"atendimento excelent , sabe conversar e no manter confortávei .",0,0,0,0,0,0,0,1
"comida excelent , cerveja gelada .",0,1,1,0,0,0,0,0
ambient família e bem climatizado .,1,0,0,0,0,0,0,0
"parabén à equip pelo excelent trabalho , voltarei e recomendarei .",0,0,0,0,0,0,0,1
excelent opção para conhec a culinária region .,0,0,1,1,0,0,0,0
restaurant acolhedor preço convidativo .,0,0,0,1,0,0,1,0
"boa variedad de carn nobr e ótimo acompanhamento , atendimento rápido ..",0,0,1,0,0,0,0,1
"excelent restaurant , conheço a casa de manau , não deve nada na qualidad do produto , ótimo prato e um excelent atendimento .",0,0,1,1,0,0,0,1
o preço baixo e estrutura boa atrai bastant client deixando o espaço super lotado .,1,0,0,0,0,0,1,0
local agradável e gostei do atendimento .,0,0,0,1,0,0,0,1
"brinquedoteca modesta , ma criança se divert e tem cuidadora .",1,0,0,0,0,0,0,0
"comida fria e sem sabor , feijão duro , bife menor que ovo tipo c e sem tempero .",0,0,1,0,0,0,0,0
boa comida com bom preço .,0,0,1,0,0,0,1,0
"melhor garçom era um tatuado , gent boa .",0,0,0,0,0,0,0,1
"já fui em muito restaurant , até mesmo os de baixo nível , ma sincerament isso é chato , ir em um restaurant de alto nível e encontrar um tapuru no arroz , um amigo até coment sobr essa situação que tinha acontecido com ele recentement , tentei até relevar ... mai",0,0,1,0,0,0,0,0
comida deliciosa !,0,0,1,0,0,0,0,0
"o local é simpl e fica numa garagem bem grand , tem o portão da garagem até .",1,0,0,1,0,0,0,0
"a convit de amigo , fui ao choupana e fui surpreendida com o ambient rústico , ma muito agradável .",1,0,0,0,0,0,0,0
"tbem amei as exposiço de coisa antiga , e o sino , achei super diferent e legal .",1,0,0,0,0,0,0,0
"carn saborosa , porem não em alta quantidad como eu esperava pelo preço cobrado .",0,0,1,0,0,0,1,0
foi realment uma experiência maravilhosa .,0,0,0,1,0,0,0,0
"pizza muito boa , é gostei do atendimento .",0,0,1,0,0,0,0,1
pessimo local pequeno passei hora esperando,1,0,0,1,0,0,0,1
"o melhor café de manau , atendent incrívei , eu amo muito tudo ...",0,1,0,1,0,0,0,1
"ótimo espaço familiar com atendimento de primeira , principalment com o bruno que é excelent anfitrião , dando toda atenção necessária .",1,0,0,0,0,0,0,1
"ótimo ambient , decoração em harmonia com iten do café , ótima recepção , cardápio diversificado e preço acessível .",1,0,1,0,0,0,1,1
"gostei muito do lugar , é bem agradável , e a comida é muito boa , otimo atendimento do sauro .",0,0,1,1,0,0,0,1
"lugar simpl e que serv uma comida maravilhosa , comida típica da culinária paraens .",0,0,1,1,0,0,0,0
"lugar agradável , comida deliciosa , atendimento de primeira ( recomendo procurar o marcelo ou gabriel ) , preço razoável .",0,0,1,1,0,0,1,1
"ótima comida , ambient agradavel",1,0,1,0,0,0,0,0
"atendimento excelent , variedad de sabor , ambient agradável ?",1,0,1,0,0,0,0,1
"fora que os artista fazem um pequeno show maravilhoso , entretendo toda a família .",1,0,0,0,0,0,0,0
"serv cerveja gelada , caipirinha e outra .",0,1,0,0,0,0,0,0
"ambient maravilhoso , garçon ótimo , som ao vivo e a comida impecável .",1,0,1,0,0,0,0,1
"marcela foi super atenciosa < 3 petisco delicioso e no tempo , e as bebida pra acompanhar ?",0,0,1,0,0,0,0,1
o ponto positivo não demor muito pedido .,0,0,0,0,0,0,0,1
ambient e prato ótimo,1,0,1,0,0,0,0,0
"muito bom o local , ambient familiar .",1,0,0,1,0,0,0,0
possui uma ótima carta de vinho .,0,1,0,0,0,0,0,0
"òtima opção para sair entr amigo , família e casal ... o ambient oferec área climatizada e ao ar livr , variado tipo de comida no cardápio , por varia veze vou a cachassaria do dede ao finai de semana para saborear o melhor escondidinho do dedé de manau ... mai",1,0,1,1,0,0,0,0
na minha opinião o melhor restaurant contemporâneo de manau .,0,0,0,1,0,0,0,0
lugar maravilhoso,0,0,0,1,0,0,0,0
gostamo de todo e recomendamo para casai que curtem boa comida e ... mai,0,0,1,0,0,0,0,0
"excelent atendimento do rafael vieira , lugar maravilhoso e aconchegant .",1,0,0,1,0,0,0,1
ar condicionado local perfeito .,1,0,0,0,0,0,0,0
"ótimo lugar para ir com a família , bom atendimento , variedad de lanch , sorvet bebida e drink .",0,1,1,1,0,0,0,1
música de qualidade=pop rock .,1,0,0,0,0,0,0,0
"padrão de atendimento altíssimo , rarament vc levanta a mão sem ser visto , garçon bem treinado e educado , barmen e bargirl do loung muito simpático , comida muito gostosa , bem feita , chega sempr quent à mesa , as veze as bebida demoram um pouco no horário de happi hour , ma posso entend motivo , com 50 % de desconto na bebida a demanda aumenta .",0,0,1,0,0,0,0,1
foi ótimo boa comida e bom atendimento .,0,0,1,0,0,0,0,1
muita opçõ e ambient agradável ! ! !,1,0,0,0,0,0,0,0
"comida boa , ma custo benefício não vale mt a pena",0,0,1,0,0,0,1,0
"pedi o pirarucu com banana e queijo coalho , e experimentei o camarão na manteiga !",0,0,1,0,0,0,0,0
"estacionamento próprio , comida deliciosa , o camarão empanado é muito crocant ! !",0,0,1,0,1,0,0,0
comida region amazonens muito boa .,0,0,1,0,0,0,0,0
"ambient muito agradável , espaço amplo e bom atendimento .",1,0,0,0,0,0,0,1
rodízio de pizza muito bom !,0,0,1,0,0,0,0,0
"ótimo ambient super recomendo lugar bastant agradável uma boa opção para fazer um jantar , uma experiência inesquecível parabén ! ! ! ! ! ! ! !",1,0,0,1,0,0,0,0
"boa opção para café da manhã , bem localizado , preço bom , comida boa com diversa opçõ .",0,0,1,0,1,0,1,0
"excelent opção no café , almoço ou brunch ! ! !",0,0,0,1,0,0,0,0
ótimo preço !,0,0,0,0,0,0,1,0
"lembro-m era dia da mãe e eu sair chateado coma cena que presenciei , enfim tirando isso , bom trabalho , tudo tão gostoso , matei a saudad da comida do nort",0,0,1,0,0,0,0,0
"pelo meno , na minha experiência , a única opção de carn gorda ( carn suculenta ) era costela , e mesmo assim estava bem seca ( ressecada e borrachuda ) .",0,0,1,0,0,0,0,0
melhor banda de tambaqui de manau ! !,0,0,1,0,0,0,0,0
pizza e pastéi bon porém lugar muito barulhento e desorganizado .,1,0,1,0,0,0,0,0
ótimo atendimento .,0,0,0,0,0,0,0,1
"local ideal para tomar banho de rio , comer bem e relaxar .",1,0,1,0,0,0,0,0
lugar incrível para se divertir com amigo,0,0,0,1,0,0,0,0
ótimo café !,0,1,0,0,0,0,0,0
cachaça e cerveja muito boa .,0,1,0,0,0,0,0,0
saudad meu combo predileto ?,0,0,1,0,0,0,0,0
manau tem um excelent restaurant portuguê com um divino bacalhau .,0,0,1,1,0,0,0,0
para os ribeirinho amazônico ‘ banzeiro ’ é a agitação da água feita pelo vento .,0,0,0,0,0,1,0,0
"restaurant com ambient agradável , eu e meu esposo comemo de entrada o tacacá ( muito caro , ma pedimo poi não tive a oportunidad de experimentar em outro lugar ) , achei o prato muito azedo , ma isso é questão de gosto e não culpa do restaurant e de ... mai",1,0,1,0,0,0,0,0
adalberto blanca foi uma ótima pessoa,0,0,0,0,0,0,0,1
"muito bom o sabor do peix , arroz com jambú bem preparado , excelent atendimento e preço bom .",0,0,1,0,0,0,1,1
fui na quinta feira e havia um pianista tocando ao vivo no almoço .,0,0,0,0,0,1,0,0
restaurant de muito bom gosto e carn maravilhosa .,0,0,1,1,0,0,0,0
"moquém , significa assado na brasa ou churrasqueira em linguagem indígena e banzeiro , é um termo da região utilizado para expressar uma onda pequena , ao fato que , a água do rio não produz onda fort como a do mar .",0,0,0,0,0,1,0,0
"atendimento de primeira , e preço bom .",0,0,0,0,0,0,1,1
doce delicioso,0,0,1,0,0,0,0,0
"lugar tranquilo , música boa , garçom mauro muito atencioso , gent boa e sempr traz o nosso chopp bem geladinho ! !",1,1,0,1,0,0,0,1
"tudo muito maravilhoso , área kid muito boa , as pizza demoraram um pouco , ma o eduardo conseguiu nó trazer nossa preferência , fora isso tudo foi muito bom .",1,0,0,1,0,0,0,1
lugar top ! ! ! !,0,0,0,1,0,0,0,0
ótimo ambient para saborear os peix da nossa região .,1,0,0,0,0,0,0,0
"ótimo lugar para um bom café region , comer a vontad e preço justo !",0,1,1,0,0,0,1,0
comida maravilhosa ! !,0,0,1,0,0,0,0,0
preço justo .,0,0,0,0,0,0,1,0
na minha opinião não vale o custo benefício .,0,0,0,0,0,0,1,0
ótimo atendimento do jackson excelent sempr preocupado se estava falado algo e se estávamo bem foi ótimo pronta para as próxima veze,0,0,1,0,0,0,0,0
"o ambient é excelent , ma o atendimento é muito demorado , principalment para trazer uma simpl bebida .",1,0,0,0,0,0,0,1
"isso quando o motoboy não se perd ou é assaltado , porqu da primeira vez ainda acreditei , ma na segunda fica difícil .",0,0,0,0,0,0,0,1
carta de vinho de primeira linha .,0,1,0,0,0,0,0,0
comida e atendimento de primeira,0,0,1,0,0,0,0,1
o sabor é o típico e origin da culinária lusitana e os preço bastant competitivo .,0,0,1,0,0,0,1,0
"o atendimento foi bom , ambient temático as criança gostaram .",1,0,0,0,0,0,0,1
"comida boa , porém a demora acab deixando a experiência ruim .",0,0,1,0,0,0,0,1
"lugar aconchegant , acústica perfeita , seleção music muito boa , comida é um espetáculo , drink maravilhoso e atendimento espetacular .",1,1,1,1,0,0,0,1
boa música acompanhada de freguesia descolada e descontraída .,1,0,0,0,0,0,0,0
pizza e massa saborosa com preço acessível .,0,0,1,0,0,0,1,0
"espaço fino , requintado , atendimento ágil , melhor torta , doce e salgado de manau .",1,0,1,0,0,0,0,1
uma culinária diferenciada e de bom sabor .,0,0,1,0,0,0,0,0
"comida de qualidad , excelent atendimento , e cerveja geladinha .",0,1,1,0,0,0,0,1
ambient muito legal .,1,0,0,0,0,0,0,0
"bom café , falta uma melhor apresentação do tipo de grão , não servem água com gá , ótima opção de lanch , porém , com valor um pouco salgado ..",0,1,1,0,0,0,1,0
"excelent atendimento , comida muito gostosa parabén",0,0,1,0,0,0,0,1
fui comemorar uma data especi .,0,0,0,0,0,1,0,0
ponto negativo : - cardápio caro e sem opção saudável .,0,0,1,0,0,0,0,0
"comida espetacular com sabor de comida caseira mesmo , atendimento cordial , preço muito bom .",0,0,1,0,0,0,1,1
uma verdadeira experiência culinária !,0,0,1,0,0,0,0,0
"péssima experiência , buffet pobr , carn dura , pouca guarniçõ , não recomendo , além disso , preço caro , pelo custo x benefício !",0,0,1,1,0,0,1,0
a melhor do ramo de grelhado ... ótimo ambient e atendimento excelent ...,1,0,1,0,0,0,0,1
"( tradução do googl ) boa comida , boa porçõ , a melhor comida mexicana da cidad , muito melhor do que fiesta , na minha opinião ( origin ) great food good portion best mexican food in the citi way better than fiesta in my opinion",0,0,1,0,0,0,0,0
"ambient bonito , boa comida , presta um bom serviço ... problema é horário ... estava lá numa quinta feira as 22:30 estavam empilhando cadeira e desligaram o ar condicionado tipo : vai embora ! ! !",1,0,1,0,0,0,0,1
preço honesto .,0,0,0,0,0,0,1,0
"confesso que esperava mai do restaurant , isso pode ter impactado na minha avaliação , ma é uma belíssima opção de jantar a doi , com a vista da praça e do teatro e prato bem feito , esteticament muito bem apresentado e saboroso .",1,0,1,1,0,0,0,0
mesma embalagem vai pro micronda ... otima ideia .. e delicioso com preço bom ... paraben frango mineiro,0,0,1,0,0,0,1,0
"provamo a formiga de entrada , bem diferent ma não comeria novament .",0,0,1,0,0,0,0,0
não condiz com o real nome do nome do prato descrito .,0,0,1,0,0,0,0,0
bom lugar para conhec a gastronomia region e bom atendimento e ambient agradável e preço convidativo .,1,0,1,0,0,0,1,1
"ambient familiar , muito bem estruturado , decoração impecável , uma mistura de pop rock , com cultura americana vintag ... vale a pena conhec essa pizzaria com uma variedad de opção de sabor , um cardápio com muita opçõ deliciosa com pizza doce , salgada , batata frita especi , hambúrguer , entr outro .... o estacionamento é amplo , ma precisa ainda de cuidado estruturai , melhorar o piso , e a estética da estrutura do prédio que fica a mostra , juntament com as tubulaçõ hídrica qu",1,0,1,0,1,0,0,0
"atendimento , prato fantástico , preço justo .",0,0,1,0,0,0,1,1
"muito bom est restaurant , as comida da minha terrinha , belem do pará !",0,0,1,1,0,0,0,0
"para a minha primeira impressão , tive uma experiência agradável , fui bem atendido e me admirei com a eficiência do pedido não tem miséria .",0,0,0,1,0,0,0,1
"ambient bem limpo e climatizado , também tem suco naturai e salada , bem como desconto com cartão fidelidad .",1,1,0,0,0,0,1,0
"o restaurant tem fácil acesso , local seguro , cardápio variado e ótimo serviço .",1,0,1,0,1,0,0,1
"sem dúvida , a melhor pizza de manau .",0,0,1,0,0,0,0,0
"ambient familiar , preço da comida acessívei .",1,0,0,0,0,0,1,0
ótimo atendimento .,0,0,0,0,0,0,0,1
"excelent opção de caldo e sanduich , em manau .",0,0,1,0,0,0,0,0
comparando com outro rodízio que são o mesmo valor deixa um pouco a desejar .,0,0,1,0,0,0,0,0
"carn maravilhosa , custo benefício , atendimento de primeira , ambient agradável , música ambient sensacion",1,0,1,0,0,0,1,1
"em abril de 2017 , apó um cruzeiro inesquecível pela região de anavilhana com o iberostar grand amazon , escolhemo o bistrô bell époqu , localizado no andar térreo do shop ponta negra em manau , para encerrar nossa estadia gastronômica no amazona .",0,0,0,0,0,1,0,0
"churrasco ficou a desejar , pouco sal e deixaram a carn secar , ambient agradável .",1,0,1,0,0,0,0,0
"preço ótimo , ambient agradável ( ma não climatizado ) , carn gostosa , e uma infinidad de pedido .",1,0,1,0,0,0,1,0
"apó um dia de trabalho e conhecimento adquirido no nosso evento científico , viemo jantar barolo .",0,0,0,0,0,1,0,0
lugar super agradável .,0,0,0,1,0,0,0,0
comida e ambient excelent tem estacionamento ótimo lugar pra levar a família .,1,0,1,0,1,0,0,0
"atendimento dentro do esperado , preço justo , ambient bem familiar .",1,0,0,0,0,0,1,1
o cardápio de cerveja especiai é muito limitado e as pouca cerveja são muito cara .,0,1,0,0,0,0,1,0
uma ótima opção pra ir depoi do culto no fim de semana ou durant a semana com os amigo ?,0,0,0,1,0,0,0,0
"tudo gostoso , muito rápido , estacionamento amplo , ótimo atendimento de todo os funcionário , principalment do garçom nayron e do chef raimundo , sempr perguntando se estava tudo certo",0,0,1,0,1,0,0,1
"equip muito atenciosa , comida deliciosa , local de fácil acesso , possui estacionamento .",0,0,1,0,1,0,0,1
amo delicioso,0,1,0,0,0,0,0,0
"os ingredient regionai são explorado de forma inusitada , alcançando resultado ótimo .",0,0,1,0,0,0,0,0
"lugar bem agitado , com certeza devido ao preço baixo e excelent comida .",1,0,1,0,0,0,1,0
pra quem gosta de tomar uma cervejinha ao ar livr e bater um bom papo no centro histórico de manau eh a melhor pedida .,0,1,0,1,0,0,0,0
lugar agradável pena que tiraram o espaço kid .,1,0,0,1,0,0,0,0
um do melhor restaurant regionai da cidad .,0,0,0,1,0,0,0,0
"atendimento , comida e bebida excelent",0,1,1,0,0,0,0,1
"além de ser bem atendido da recepção ao caixa , você ainda tem muita variedad de comida por um preço muito acessível !",0,0,1,0,0,0,1,1
atendimento muito bom desd o transfer no barco garçon atencioso .,0,0,0,0,0,0,0,1
"o coco bambu em manaux , fica no shop ponta negra , lugar bem bacana , conta com segundo piso , espaço muito bonito , comida diferenciada , e para as mulher que sentem aquel frio de sempr , levem casaquinho , poi os ar condicionado são muito bon .",1,0,1,1,0,0,0,0
comida simpl ma de boa qualidad e preço justo,0,0,1,0,0,0,1,0
"um restaurant flutuant com uma comida region diferenciada , muito boa .",0,0,1,0,0,0,0,0
a maior part do cardapio é uma releitura muito bem executada de prato tradicionai da região .,0,0,1,0,0,0,0,0
criatividad culinária distribuída num cardápio vasto com sabor e aroma do nosso paí e um atendimento de uma delicadeza intimista que no faz se sentir em casa,0,0,1,0,0,0,0,1
"um do locai regionai com maior preço da capit , pelo preço eu esperava um sanduích bem melhor recheado",0,0,1,0,0,0,1,0
"vário prato típico , sugestõ ótima e a comida deliciosa !",0,0,1,0,0,0,0,0
ótimo para se divertir com os amigo com um preço justo,0,0,0,1,0,0,1,0
"lugar super legal e ambient aconchegant , atendimento magnifico e comida excelent e café perfeito",1,1,1,1,0,0,0,1
"quando comparamo a bufalo com as churrascaria famosa do grand centro , como são paulo e rio de janeiro , com as famosa fogo de chão e porcão , vemo que a bufalo ainda tem muito a melhorar , principalment em sua variedad , que fica bem aquém da churrascaria ... mai",0,0,0,1,0,0,0,0
ótimo lugar,0,0,0,1,0,0,0,0
"atendimento de excelência , a pizza muito gostosa , um pouco mai cara em relação a outro lugar , ma pelo ambient vale a pena .",0,0,1,0,0,0,1,1
"ótimo atendimento , ambient limpo e playlist muito boa !",1,0,0,0,0,0,0,1
"lugar aconchegant , atendimento excelent , comida ótima",1,0,1,0,0,0,0,1
"ótimo lugar para tomar um delicioso café region ambient aconchegant é climatizado , vale apena conferir .",1,1,0,1,0,0,0,0
preço muito salgado .,0,0,0,0,0,0,1,0
um local super agradável .,0,0,0,1,0,0,0,0
"comida region muito boa , na mesa poderia ter un botõ para chamar os garçon .",0,0,1,0,0,0,0,0
"ambienta super agradável , atendimento simpático e simpl , carn de excelent paladar , custo benefício atrativo .",1,0,1,0,0,0,1,1
"um lugar maravilhoso , tranquilo , adorei o atendimento",0,0,0,1,0,0,0,1
ambient muito agradável e atendimento impecável .,1,0,0,0,0,0,0,1
se você procura uma cozinha region de qualidad vai encontrar aqui .,0,0,1,0,0,0,0,0
ainda tem uma parceria com o restaurant indígena que dá prazer em colaborar .,0,0,0,1,0,0,0,0
"aconchegant , elegant , atendimento simpático , bon produto .",0,0,1,1,0,0,0,1
"bom , vale o custo benefício",0,0,0,0,0,0,1,0
eu e meu marido tivemo um ótimo almoço de páscoa no restaurant banzeiro .,0,0,1,0,0,0,0,0
melhor opção de carn vermelha em manau .,0,0,1,0,0,0,0,0
"atendimento de primeira , ambient super agradável e a comida então , muito gostosa , carn de sol top da galáxia .",1,0,1,0,0,0,0,1
lugar bom porem pouca opção e valor muito superior para o lugar,0,0,1,1,0,0,1,0
"boteco tradicion , com boa música !",1,0,0,0,0,0,0,0
"restaurant aconchegant , comida gostosa , bom custo benefício .",1,0,1,0,0,0,1,0
"bem localizado , música ambient e para todo os gosto , comida deliciosa e atendimento excepcion .",1,0,1,0,1,0,0,1
"o espaço , convenient na horizont , tem im pé direito muito baixo o que faz o ruído ambient cansativo e estrudent , e a casa nem estava cheia .",1,0,0,0,0,0,0,0
"adolpho ... melhor diversidad de cort de carn da região , no ponto perfeito um verdadeiro gourmet de carn !",0,0,1,0,0,0,0,0
"ambient tranquilo , e ótimo pra relaxar fui muito bem atendida pela luana , muito educada sabe se comunicar e falou muito bem sobr seu produto , parabén pelo atendimento , ambient maravilhoso rústico um joelho de porco do deus parabén a todo .",1,0,0,0,0,0,0,1
"ambient acolhedor e familiar , com o sabor e cheiro de belém do pará .",1,0,0,0,0,0,0,0
"preço acima da média , contudo , excelent opção para uma boa refeição .",0,0,1,0,0,0,1,0
"ela está present em dezena de prato doce e salgado , do café da manhã ao jantar , e no banzeiro a fruta aparec em forma de um delicado creme , maçaricado ao estilo brullè e pode ser acompanhado com sorvet de cumaru , a baunilha amazônica .",0,0,1,0,0,0,0,0
lugar clima de amizad muito com a velha guarda excelent pagod de primeira qualidad .,1,0,0,0,0,0,0,0
atendimento ótimo / brinquedo interno e externo /cardápio pra almoço e jantar á qualquer dia e hora / rodízio de pizza ótimo .,1,0,1,0,0,0,0,1
"lugar muito confortável , ótimo lugar pra levar a família",1,0,0,1,0,0,0,0
"a entradinha , um caldo de tambaqui já abr ala pra uma boa experiência gastronômica .",0,0,1,0,0,0,0,0
nosssa uma delícia melhor amburg que já comi música boa habitant maravilhoso .,0,0,1,0,0,0,0,0
"super aconchegant , café delicioso",1,1,0,0,0,0,0,0
"lugar ok , as pizza não são tão boa .",0,0,1,1,0,0,0,0
"churrascaria com excelent variedad de salada , prato quent e é claro carn de primeira , melhor atendimento de manau de todo os restaurant visitado , não deixa a desejar em nada para outra churrascaria famosa do grand centro ...",0,0,1,0,0,0,0,1
"comida : pirarucu , camarão boa viagem , saboroso , sobremesa maravilhosa .",0,0,1,0,0,0,0,0
"depoi de andar un 40 metro deparamo com uma porta que não abr , tivemo que dar um volta e entrar pela porta princip , dai fomo ate o balcão e colocamo a comida chegamo no balcão de carn , ond encontramo uma grand resistencia e no servir as carn de qualidad inferior fria e sem opção",1,0,1,0,0,0,0,1
obrigado afonso e ao garçom elielson pela excelent recepção .,0,0,0,0,0,0,0,1
uma churrascaria de qualidad e sempr com as melhor carn e variedad de buffet .,0,0,1,1,0,0,0,0
melhor restaurant de manau,0,0,0,1,0,0,0,0
o melhor restaurant de manau .,0,0,0,1,0,0,0,0
hh muito vantajoso .,0,0,0,0,0,1,0,0
atendent simpática .,0,0,0,0,0,0,0,1
ótimo churrasco a um preço justo .,0,0,1,0,0,0,1,0
carn de sol deliciosa e cerveja gelada .,0,1,1,0,0,0,0,0
"rodízio excelent , ambient muito bom , os atendent são melhor ainda , enfim é um ótimo lugar para ir com amigo .",1,0,1,1,0,0,0,1
"e ainda tem uma brinquedoteca espetacular , por isso as criança adoram ir lá .",1,0,0,0,0,0,0,0
"sou paraens e gostei mto do lugar bem arejado , algun garçom são mto eficient já outro esquecem os pedido , preço bom .",1,0,0,0,0,0,1,1
a melhor pizzaria,0,0,0,1,0,0,0,0
"gostei muito do local , bem arejado , ambient familiar .",1,0,0,0,0,0,0,0
erick e belém melhor do melhor de bom .. super atencioso .. dedicado em atend bem .. parabén .. super recomendo ! !,0,0,0,0,0,0,0,1
preço justo ! !,0,0,0,0,0,0,1,0
"atendimento incrível , excelent funcionário merec uma promoção de cargo atendent jailton",0,0,0,0,0,0,0,1
"a noit tem um rodízio de pizza de vario sabor salgado e doce , além de buffet de massa , preço bom , ambient bom , bem localizado .",1,0,1,0,1,0,1,0
experiência única .,0,0,0,1,0,0,0,0
o vinho que é uma pedida quas que obrigatória esta um pouco fora do valor do mercado .,0,0,0,0,0,0,1,0
uma boa pedida para quem quer experimentar um pouco mai da comida orient é passar em uma da franquia da china in box em manau no bairro da cachoeirinha .,0,0,1,0,0,0,0,0
"bom garçom gabriel , bom ambient para vir com as criança ... boa comida e bom preço .",0,0,1,0,0,0,1,1
"cerveja gelada , copo igualment gelado .",0,1,0,0,0,0,0,0
"não tinha os prato pedido , música muito alta , barulho perturbador vindo do teto ... experiência não muito boa .",1,0,1,1,0,0,0,0
"melhor restaurant em manau , sem duvida ! !",0,0,0,1,0,0,0,0
"não é necessariament o melhor custo benefício , ma vale .",0,0,0,0,0,0,1,0
"pedimo 1 sanduích brioch misto , 1 croqu monsieur , 2 suco , 1 fatia de torta beijinho , tudo muito bom adorei , ma o valor de 98,20 reai , caro né ?",0,0,1,0,0,0,1,0
"local privilegiado para passar bon momento na hora do almoço , tudo na medida certa .",0,0,0,1,0,0,0,0
"bom custo benefíco , ótima brinquedoteca , banda de tambaqui muito boa , entradinha de caldo de peix cortesia",1,0,1,0,0,0,1,0
"ótimo ambient , atendimento de qualidad e agilidad , parabén",1,0,0,0,0,0,0,1
"pessoal , recomendo , essa tem uma grand variedad de cachaça , ultimament ganhou o premio da revista veja , além de um excelent atendimento , um toicinho delicioso , mai esta sempr cheio , tem que ser pacient para conseguir uma mesa , isso torna , ate mai atrativo .",0,0,0,0,0,0,0,1
deni ótimo atendent,0,0,0,0,0,0,0,1
preço justo e estacionamento fácil .,0,0,0,0,1,0,1,0
"ótimo atendimento pelo garçom frança , comida muito boa e preço justo , ambient agradável com boa frequência ..",0,0,1,1,0,0,1,1
ótimo restaurant,0,0,0,1,0,0,0,0
"prato bem servido com qualidad , sabor e preço muito bon .",0,0,1,0,0,0,1,0
tomamo um café region delicioso .,0,1,0,0,0,0,0,0
"um do melhor rodízio de pizza e massa que já fui , se não o melhor .",0,0,1,0,0,0,0,0
"lugar super agradável , música ao vivo .",1,0,0,1,0,0,0,0
"precisa melhorar os petisco , a última vez q fui foi semana passada pedi camarõ empanado e estavam com aspecto estranho quas q estragado preço médio + um pouco caro porção de camarão custou 76 reai",0,0,1,0,0,0,1,0
sem dúvida o melhor açaí frozen de manau .,0,0,1,0,0,0,0,0
comida boa .,0,0,1,0,0,0,0,0
"a picanha mania proporciona a melhor comida de manau , alem de um ambient super confortavel e aconchegant .",1,0,1,0,0,0,0,0
"apesar de ser um restaurant pequeno e que não possui estacionamento privado , até então é fácil estacionar o carro na proximidad do restaurant .",1,0,0,0,1,0,0,0
"lugar super agradável , comida excelent , preço acima da média , ma vale cada centavo investido em seu jantar .",0,0,1,1,0,0,1,0
"manau tem lugar maravilhoso entr ele estão os flutuant no rio negro , nessa féria fui ao flutuant abar sup & food , o atendimento bom , cerveja bem gelada , música de qualidad , ao final do dia é possível ter um do mai belo visuai ... mai",1,1,1,1,0,0,0,1
"lugar aconchegant , comida maravilhosa , preço justo .",1,0,1,0,0,0,1,0
"local super confortável , combinaria perfeita , com vária opçõ e preço maravilhoso .",1,0,1,0,0,0,1,0
"bom fui em um dia de sabado e como todo os locai de qualidad foi preciso aguardar un 30 minuto porqu escolhemoi o mesanino para ficar , poi no térreo seria , muito mai tempo acredito .",0,0,0,0,0,0,0,1
excelent ambient,1,0,0,0,0,0,0,0
"sabor da carn muito bom , podendo pedir o ponto da carn bem ... mai",0,0,1,0,0,0,0,0
"otimo lugar para ir com familia e amigo , rodizio de pizza bom , com muita variedad , atendimento a contento .",0,0,1,1,0,0,0,1
